ID,Manul Aspect,Aspect,Polarity,Summary,Review,Flag,Manul Aspect
2183,Price+Cost,price,neutral,No mention,"I did not like this place at all. For starters this is a V2 supercharger. Was there at night. It's crazy but there are no lights at this location. Very dark. Nothing nearby. No restrooms when Tesla store closed.

Tesla, How in the world is there no V3 supercharges in Northern NJ and the Hudson Valley NY??? If you are going from NYC to Middletown NY for example. Or further up Rt 17 in NY? Only V2. Very far spread out too. You need more in this area.

I do see V3 coming to 17 NJ in Mahwah Q3 2023 according to your maps. Please expedite this location!!  This would help!",0,
2184,Reliability+Maintenance,maintenance,neutral,No mention,"I did not like this place at all. For starters this is a V2 supercharger. Was there at night. It's crazy but there are no lights at this location. Very dark. Nothing nearby. No restrooms when Tesla store closed.

Tesla, How in the world is there no V3 supercharges in Northern NJ and the Hudson Valley NY??? If you are going from NYC to Middletown NY for example. Or further up Rt 17 in NY? Only V2. Very far spread out too. You need more in this area.

I do see V3 coming to 17 NJ in Mahwah Q3 2023 according to your maps. Please expedite this location!!  This would help!",0,
2185,Accessibility+Availability ,functionality,negative,Difficult to use and navigate,"I did not like this place at all. For starters this is a V2 supercharger. Was there at night. It's crazy but there are no lights at this location. Very dark. Nothing nearby. No restrooms when Tesla store closed.

Tesla, How in the world is there no V3 supercharges in Northern NJ and the Hudson Valley NY??? If you are going from NYC to Middletown NY for example. Or further up Rt 17 in NY? Only V2. Very far spread out too. You need more in this area.

I do see V3 coming to 17 NJ in Mahwah Q3 2023 according to your maps. Please expedite this location!!  This would help!",0,
2186,Accessibility+Availability ,capacity,negative,Not enough charging stations in the area,"I did not like this place at all. For starters this is a V2 supercharger. Was there at night. It's crazy but there are no lights at this location. Very dark. Nothing nearby. No restrooms when Tesla store closed.

Tesla, How in the world is there no V3 supercharges in Northern NJ and the Hudson Valley NY??? If you are going from NYC to Middletown NY for example. Or further up Rt 17 in NY? Only V2. Very far spread out too. You need more in this area.

I do see V3 coming to 17 NJ in Mahwah Q3 2023 according to your maps. Please expedite this location!!  This would help!",0,
2187,Customer Service,customer service,neutral,No mention,"I did not like this place at all. For starters this is a V2 supercharger. Was there at night. It's crazy but there are no lights at this location. Very dark. Nothing nearby. No restrooms when Tesla store closed.

Tesla, How in the world is there no V3 supercharges in Northern NJ and the Hudson Valley NY??? If you are going from NYC to Middletown NY for example. Or further up Rt 17 in NY? Only V2. Very far spread out too. You need more in this area.

I do see V3 coming to 17 NJ in Mahwah Q3 2023 according to your maps. Please expedite this location!!  This would help!",0,
2188,Amenities+Location,charging location,negative,Inconvenient location and lack of amenities,"I did not like this place at all. For starters this is a V2 supercharger. Was there at night. It's crazy but there are no lights at this location. Very dark. Nothing nearby. No restrooms when Tesla store closed.

Tesla, How in the world is there no V3 supercharges in Northern NJ and the Hudson Valley NY??? If you are going from NYC to Middletown NY for example. Or further up Rt 17 in NY? Only V2. Very far spread out too. You need more in this area.

I do see V3 coming to 17 NJ in Mahwah Q3 2023 according to your maps. Please expedite this location!!  This would help!",0,
2189,Speed+Efficiency ,charging speed,neutral,No mention,"I did not like this place at all. For starters this is a V2 supercharger. Was there at night. It's crazy but there are no lights at this location. Very dark. Nothing nearby. No restrooms when Tesla store closed.

Tesla, How in the world is there no V3 supercharges in Northern NJ and the Hudson Valley NY??? If you are going from NYC to Middletown NY for example. Or further up Rt 17 in NY? Only V2. Very far spread out too. You need more in this area.

I do see V3 coming to 17 NJ in Mahwah Q3 2023 according to your maps. Please expedite this location!!  This would help!",0,
2190,Queue+Waiting Time,queue/waiting time,negative,very crowded,"Very crowded, low & slow charge rate (started at 18 kWh, got to ~55 max). Not walkable to anything, except an adjacent Tesla gallery, which only has the insta coffee (no snacks or anything). The staff there are also not attentive to problems, such as cars parked in Supercharger spots that aren't charging!",0,
2191,Speed+Efficiency ,charging speed,negative,low & slow charge rate,"Very crowded, low & slow charge rate (started at 18 kWh, got to ~55 max). Not walkable to anything, except an adjacent Tesla gallery, which only has the insta coffee (no snacks or anything). The staff there are also not attentive to problems, such as cars parked in Supercharger spots that aren't charging!",0,
2192,Amenities+Location,amenities,negative,no snacks or anything,"Very crowded, low & slow charge rate (started at 18 kWh, got to ~55 max). Not walkable to anything, except an adjacent Tesla gallery, which only has the insta coffee (no snacks or anything). The staff there are also not attentive to problems, such as cars parked in Supercharger spots that aren't charging!",0,
2193,Customer Service,customer service,negative,staff not attentive to problems,"Very crowded, low & slow charge rate (started at 18 kWh, got to ~55 max). Not walkable to anything, except an adjacent Tesla gallery, which only has the insta coffee (no snacks or anything). The staff there are also not attentive to problems, such as cars parked in Supercharger spots that aren't charging!",0,
2194,Accessibility+Availability ,accessibility,negative,not walkable to anything,"Very crowded, low & slow charge rate (started at 18 kWh, got to ~55 max). Not walkable to anything, except an adjacent Tesla gallery, which only has the insta coffee (no snacks or anything). The staff there are also not attentive to problems, such as cars parked in Supercharger spots that aren't charging!",0,
2195,Accessibility+Availability ,availability,negative,cars parked in Supercharger spots,"Very crowded, low & slow charge rate (started at 18 kWh, got to ~55 max). Not walkable to anything, except an adjacent Tesla gallery, which only has the insta coffee (no snacks or anything). The staff there are also not attentive to problems, such as cars parked in Supercharger spots that aren't charging!",0,
2196,Compatibility+Connectivity ,charging compatibility/connectivity,positive,adjacent Tesla gallery,"Very crowded, low & slow charge rate (started at 18 kWh, got to ~55 max). Not walkable to anything, except an adjacent Tesla gallery, which only has the insta coffee (no snacks or anything). The staff there are also not attentive to problems, such as cars parked in Supercharger spots that aren't charging!",0,
2197,Accessibility+Availability ,infrastructure,negative,Dealer taking up too many stalls,"They are leaving unattended cars in the charging stalls, this place has 8 stalls and the dealer is taking up 6 of them. Employees unconcerned when this was brought to their attention.",0,
2198,Customer Service,customer service,negative,Employees unconcerned about unattended cars,"They are leaving unattended cars in the charging stalls, this place has 8 stalls and the dealer is taking up 6 of them. Employees unconcerned when this was brought to their attention.",0,
